Manufacturer,Enercon
Model,E66-1500_Enercon
Capacity,1500
Usage,Onshore
HubHeight,"67, 85"
Source,World Wind Farm 2023
RotorDiameter,66.0
Power curve,
windspeed(m/s),power(kW)
0.0,0
0.5,0
1.0,0
1.5,0
2.0,0
2.5,0
3.0,0
3.5,15
4.0,37
4.5,60
5.0,93
5.5,130
6.0,176
6.5,238
7.0,305
7.5,378
8.0,454
8.5,555
9.0,656
9.5,767
10.0,878
10.5,1000
11.0,1122
11.5,1235
12.0,1337
12.5,1425
13.0,1470
13.5,1495
14.0,1500
14.5,1500
15.0,1500
15.5,1500
16.0,1500
16.5,1500
17.0,1500
17.5,1500
18.0,1500
18.5,1500
19.0,1500
19.5,1500
20.0,1500
20.5,1500
21.0,1500
21.5,1500
22.0,1500
22.5,1500
23.0,1500
23.5,1500
24.0,1500
24.5,1500
25.0,1500
25.5,0
26.0,0
26.5,0
27.0,0
27.5,0
28.0,0
28.5,0
29.0,0
29.5,0
30.0,0
30.5,0
31.0,0
31.5,0
32.0,0
32.5,0
33.0,0
33.5,0
34.0,0
34.5,0
35.0,0
